City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Medea,DZ,2022-05-24 21:04:34,36.2642,2.7539,290.54,59,35,1.3
281,Ampanihy,MG,2022-05-24 21:04:35,-24.7,44.75,293.33,81,99,0.48
282,Maamba,ZM,2022-05-24 21:04:35,-17.3667,27.15,288.47,39,0,1.64
283,Mizdah,LY,2022-05-24 21:04:36,31.4451,12.9801,299.73,15,0,6.83
284,Baniyas,SY,2022-05-24 21:04:36,35.1819,35.9487,291.31,74,0,1.82
285,Coquimbo,CL,2022-05-24 21:04:37,-29.9533,-71.3436,287.0,100,75,4.12
286,Alberton,CA,2022-05-24 21:04:37,46.8168,-64.0654,282.5,53,73,3.41
287,Cascais,PT,2022-05-24 21:04:38,38.6979,-9.4215,290.08,69,20,11.18
288,Cockburn Town,TC,2022-05-24 21:04:38,21.4612,-71.1419,299.66,72,62,8.4
289,Tosya,TR,2022-05-24 21:04:39,41.0155,34.0401,282.24,75,4,0.93
290,Alghero,IT,2022-05-24 21:04:39,40.5589,8.3181,293.2,94,0,2.57
291,Cabo Rojo,PR,2022-05-24 21:04:40,18.0866,-67.1457,302.44,78,67,0.45
292,Svetlogorsk,BY,2022-05-24 21:04:40,52.6333,29.7333,286.36,58,99,2.16
293,Kaputa,ZM,2022-05-24 21:04:41,-8.4689,29.6619,294.09,70,91,1.89
294,Dudinka,RU,2022-05-24 21:01:03,69.4058,86.1778,273.38,94,100,2.09
295,Zaysan,KZ,2022-05-24 21:04:41,47.4667,84.8667,293.07,40,99,1.71
296,Urumqi,CN,2022-05-24 21:04:42,43.801,87.6005,294.68,38,0,3.0
297,Kibala,TD,2022-05-24 21:04:42,9.1104,18.3463,299.17,67,100,1.83
298,Necochea,AR,2022-05-24 21:04:43,-38.5473,-58.7368,283.6,67,0,2.85
299,Santarem,BR,2022-05-24 21:03:39,-2.4431,-54.7083,301.22,83,0,3.6
300,Goure,NE,2022-05-24 21:04:43,13.9835,10.2704,302.64,6,7,4.35
301,Aksarka,RU,2022-05-24 21:04:44,66.5606,67.7975,276.88,90,18,3.43
302,Male,MV,2022-05-24 21:01:14,4.1748,73.5089,301.12,79,88,3.19
303,Saint Anthony,US,2022-05-24 21:04:45,45.0205,-93.218,294.38,31,0,7.2
304,Jasper,US,2022-05-24 21:02:46,37.2001,-94.3502,291.73,92,100,5.66
305,Alekseyevskaya,RU,2022-05-24 21:04:45,50.2896,42.1845,284.16,63,100,3.84
306,Coihaique,CL,2022-05-24 21:04:34,-45.5752,-72.0662,275.49,69,20,0.0
307,Los Chiles,CR,2022-05-24 21:04:46,11.0333,-84.7167,302.01,78,100,1.32
308,Bath,GB,2022-05-24 21:01:28,51.3779,-2.3591,285.72,81,2,3.4
309,Sydney Mines,CA,2022-05-24 21:04:47,46.2367,-60.2177,286.38,72,40,5.14
310,Chipaque,CO,2022-05-24 21:04:47,4.4425,-74.0442,291.01,83,84,1.71
311,Andra,RU,2022-05-24 21:05:48,62.5147,65.8878,282.19,83,99,2.33
312,Malakal,SS,2022-05-24 21:05:48,9.5334,31.6605,297.71,70,100,4.23
313,Neuquen,AR,2022-05-24 21:04:42,-38.9516,-68.0591,286.66,34,78,4.76
314,Arima,TT,2022-05-24 21:02:06,10.6333,-61.2833,301.9,78,100,3.58
315,Lerwick,GB,2022-05-24 21:05:49,60.1545,-1.1494,282.15,82,93,2.95
316,Husavik,IS,2022-05-24 21:05:50,66.0449,-17.3389,280.24,82,99,4.28
317,Kulhudhuffushi,MV,2022-05-24 21:05:46,6.6221,73.07,301.49,77,95,4.39
318,Oussouye,SN,2022-05-24 21:05:50,12.485,-16.5469,297.54,72,74,5.48
319,Pustoshka,RU,2022-05-24 21:05:51,56.3355,29.369,280.44,68,10,2.53
320,Wagar,SD,2022-05-24 21:05:51,16.1525,36.2032,306.57,18,2,3.34
321,La Macarena,CO,2022-05-24 21:05:52,2.1837,-73.7849,299.52,93,85,1.21
322,Sassandra,CI,2022-05-24 21:05:52,4.95,-6.0833,296.45,94,100,1.5
323,Lahij,YE,2022-05-24 21:05:53,13.1667,44.5833,303.82,43,58,1.68
324,Kolpashevo,RU,2022-05-24 21:05:53,58.3131,82.9089,287.22,66,4,1.69
325,Cartagena Del Chaira,CO,2022-05-24 21:05:54,1.3349,-74.8429,300.95,79,42,0.51
326,Manacapuru,BR,2022-05-24 21:05:54,-3.2997,-60.6206,301.21,77,97,2.08
327,Jaque,PA,2022-05-24 21:05:55,7.5175,-78.1703,301.17,75,61,2.15
328,Zlobin,HR,2022-05-24 21:05:55,45.2924,14.6541,289.35,81,0,3.09
329,Madimba,TZ,2022-05-24 21:05:56,-10.4,40.3333,296.86,89,5,3.4
330,Arlit,NE,2022-05-24 21:05:56,18.7369,7.3853,306.01,9,84,1.88
331,Kilindoni,TZ,2022-05-24 21:05:57,-7.9139,39.6668,299.86,78,9,5.49
332,Berlevag,NO,2022-05-24 21:05:58,70.8578,29.0864,284.12,43,0,3.6
333,Kalmunai,LK,2022-05-24 21:05:58,7.4167,81.8167,299.26,82,100,2.22
334,Fort-Shevchenko,KZ,2022-05-24 21:05:59,44.5086,50.263,289.52,67,33,3.29
335,Joaima,BR,2022-05-24 21:05:59,-16.6542,-41.0306,294.56,59,20,3.14
336,Biltine,TD,2022-05-24 21:06:00,14.5333,20.9167,303.55,7,96,1.92
337,Meulaboh,ID,2022-05-24 21:02:14,4.1363,96.1285,298.48,86,100,1.43
338,Doische,BE,2022-05-24 21:06:01,50.1336,4.7355,285.17,76,75,2.57
339,Virginia Beach,US,2022-05-24 21:06:01,36.8529,-75.978,290.96,95,100,9.26
340,Bosanski Brod,BA,2022-05-24 21:06:02,45.1375,17.9897,291.21,92,90,1.67
341,Robertsport,LR,2022-05-24 21:06:02,6.7533,-11.3686,298.43,80,100,2.85
342,Leh,IN,2022-05-24 21:06:03,34.1667,77.5833,280.53,62,68,2.07
343,Guarapari,BR,2022-05-24 21:06:03,-20.6667,-40.4975,293.41,84,19,0.88
344,Chimore,BO,2022-05-24 21:06:04,-16.9833,-65.1333,297.68,89,9,0.9
345,Camabatela,AO,2022-05-24 21:06:04,-8.1881,15.375,289.6,93,59,0.83
346,Carutapera,BR,2022-05-24 21:06:04,-1.195,-46.02,297.4,92,90,2.91
347,Shubarshi,KZ,2022-05-24 21:06:05,48.5872,57.1869,288.66,84,99,3.71
348,Barcelos,PT,2022-05-24 21:06:06,41.5388,-8.6151,288.1,85,54,3.56
349,Yarkovo,RU,2022-05-24 21:06:06,57.4028,67.0786,285.01,96,56,2.64
350,Ajdabiya,LY,2022-05-24 21:06:06,30.7554,20.2263,299.04,19,0,3.52
351,Jaswantnagar,IN,2022-05-24 21:06:07,26.8786,78.9028,303.09,43,0,1.67
352,Odweyne,SO,2022-05-24 21:06:07,9.4092,45.064,301.09,43,79,3.99
353,Lagoa,PT,2022-05-24 21:06:08,39.05,-27.9833,289.53,81,3,5.08
354,Divnomorskoye,RU,2022-05-24 21:06:08,44.5011,38.1353,284.51,86,12,1.74
355,Bunia,CD,2022-05-24 21:06:09,1.5667,30.25,290.85,99,100,2.57
356,Corinth,GR,2022-05-24 21:01:22,37.9407,22.9573,295.6,63,0,1.38
357,Moju,BR,2022-05-24 21:07:10,-1.8839,-48.7689,297.72,91,98,1.32
358,Canutama,BR,2022-05-24 21:07:10,-6.5339,-64.3831,304.12,57,42,1.13
359,Wattegama,LK,2022-05-24 21:07:11,6.7989,81.4808,298.06,77,100,3.5
360,Trabzon,TR,2022-05-24 21:07:11,40.9167,39.8333,284.2,77,40,0.51
361,Gashua,NG,2022-05-24 21:07:12,12.871,11.0482,304.21,5,2,4.22
362,Saint-Joseph,RE,2022-05-24 21:07:12,-21.3667,55.6167,294.36,80,18,4.94
363,Bria,CF,2022-05-24 21:07:13,6.5423,21.9863,293.43,96,100,1.79
364,Kosino,RU,2022-05-24 21:07:13,58.4127,51.2782,275.94,93,100,1.69
365,Herat,AF,2022-05-24 21:07:14,34.5,62.0,297.36,14,2,4.8
366,Harper,LR,2022-05-24 21:07:14,4.375,-7.7169,297.92,88,100,3.95
367,Abnub,EG,2022-05-24 21:07:15,27.2696,31.1511,300.65,17,0,4.1
368,Cumbum,IN,2022-05-24 21:07:15,9.7333,77.3,297.11,91,100,3.24
369,Ribeira Brava,PT,2022-05-24 21:07:15,32.65,-17.0667,292.5,69,60,3.51
370,Glens Falls,US,2022-05-24 21:03:27,43.3095,-73.644,296.64,40,80,1.79
371,Kayerkan,RU,2022-05-24 21:07:16,69.3497,87.7602,273.86,99,100,1.09
372,Abu Samrah,SY,2022-05-24 21:07:17,35.3029,37.1841,292.33,60,0,2.97
373,Makat,KZ,2022-05-24 21:07:17,47.6469,53.3463,287.27,78,100,3.53
374,Mananara,MG,2022-05-24 21:07:18,-16.1667,49.7667,292.76,93,28,2.28
375,Synya,RU,2022-05-24 21:07:18,65.3718,58.0387,278.65,78,96,1.63
376,Salalah,OM,2022-05-24 21:07:19,17.0151,54.0924,302.2,79,40,2.06
377,Svetlyy,RU,2022-05-24 21:07:19,54.675,20.1347,288.18,93,100,5.21
378,Porto Novo,BJ,2022-05-24 21:07:20,6.4965,2.6036,298.09,85,89,1.76
379,Tiznit,MA,2022-05-24 21:07:20,29.5833,-9.5,290.47,75,64,1.27
380,Bonavista,CA,2022-05-24 21:07:21,48.6499,-53.1147,277.45,65,3,8.13
381,Akdepe,TM,2022-05-24 21:07:21,42.0551,59.3788,298.78,31,0,6.84
382,Rovaniemi,FI,2022-05-24 21:07:22,66.5,25.7167,287.82,35,0,3.09
383,Santa Maria,BR,2022-05-24 21:07:23,-29.6842,-53.8069,291.38,80,3,1.91
384,Havre-Saint-Pierre,CA,2022-05-24 21:07:23,50.2334,-63.5986,281.73,66,10,5.72
385,Tabas,IR,2022-05-24 21:07:24,33.5959,56.9244,301.69,8,0,3.03
386,Mulanje,MW,2022-05-24 21:07:24,-16.0316,35.5,291.3,91,3,1.38
387,Lowestoft,GB,2022-05-24 21:07:25,52.4752,1.7516,284.83,80,16,4.06
388,Guliston,UZ,2022-05-24 21:07:25,40.4897,68.7842,294.32,39,2,1.6
389,Troitsko-Pechorsk,RU,2022-05-24 21:07:26,62.7084,56.1964,278.71,98,100,1.59
390,Radchenko,RU,2022-05-24 21:07:26,56.6803,36.3718,274.04,87,64,2.24
391,Barra Do Garcas,BR,2022-05-24 21:07:08,-15.89,-52.2567,298.64,46,76,1.72
392,Turukhansk,RU,2022-05-24 21:07:27,65.8167,87.9833,281.05,89,33,2.58
393,Ancud,CL,2022-05-24 21:07:27,-41.8697,-73.8203,281.58,81,61,2.88
394,Porvoo,FI,2022-05-24 21:07:28,60.3923,25.6651,284.91,78,9,1.74
395,Villa Bruzual,VE,2022-05-24 21:07:28,9.3328,-69.1208,304.68,48,100,1.68
396,Kisangani,CD,2022-05-24 21:07:29,0.5167,25.2,293.2,100,100,0.42
397,Ketou,BJ,2022-05-24 21:07:29,7.3633,2.5998,296.46,94,94,2.16
398,Ghanzi,BW,2022-05-24 21:07:30,-21.5667,21.7833,287.77,45,0,2.1
399,Deneysville,ZA,2022-05-24 21:07:31,-26.8908,28.0971,283.96,58,0,2.93
400,Qasigiannguit,GL,2022-05-24 21:07:31,68.8193,-51.1922,270.29,69,97,2.5
401,Alta,NO,2022-05-24 21:07:32,69.9689,23.2717,284.74,54,40,3.09
402,Abu Dhabi,AE,2022-05-24 21:06:17,24.4667,54.3667,303.16,65,0,1.54
403,Brae,GB,2022-05-24 21:07:32,60.3964,-1.353,281.56,81,90,2.4
404,Maues,BR,2022-05-24 21:08:33,-3.3836,-57.7186,300.09,81,87,1.14
405,Les Cayes,HT,2022-05-24 21:08:33,18.2,-73.75,301.52,66,100,4.39
406,Polunochnoye,RU,2022-05-24 21:08:34,60.8697,60.4153,277.76,98,100,1.84
407,Tocopilla,CL,2022-05-24 21:08:34,-22.092,-70.1979,292.26,69,19,3.4
408,Aswan,EG,2022-05-24 21:08:35,24.0934,32.907,300.63,15,0,4.76
409,Belmonte,BR,2022-05-24 21:08:35,-15.8631,-38.8828,296.24,76,26,4.32
410,Ambilobe,MG,2022-05-24 21:08:36,-13.2,49.05,293.92,88,12,1.86
411,Gagret,IN,2022-05-24 21:08:36,31.6667,76.0667,295.08,60,2,1.72
412,Camopi,GF,2022-05-24 21:08:37,3.1655,-52.3158,297.76,95,65,1.55
413,Rincon,US,2022-05-24 21:08:37,32.296,-81.2354,304.13,48,40,6.69
414,Kallidaikurichchi,IN,2022-05-24 21:08:38,8.6667,77.4833,299.33,78,100,3.6
415,Tubuala,PA,2022-05-24 21:08:38,9.5167,-79.0333,300.99,80,89,3.09
416,Ust-Koksa,RU,2022-05-24 21:08:39,50.2696,85.6108,288.37,65,63,0.47
417,Saint-Francois,FR,2022-05-24 21:08:39,46.4154,3.9054,285.84,82,0,1.03
418,Orel-Izumrud,RU,2022-05-24 21:08:40,43.4583,39.9244,285.16,94,100,2.0
419,Malegaon,IN,2022-05-24 21:08:40,20.55,74.5333,299.91,65,0,6.32
420,Najran,SA,2022-05-24 21:03:44,17.4924,44.1277,298.51,12,0,0.66
421,Charlestown,AU,2022-05-24 21:07:14,-32.95,151.6667,285.75,98,10,1.57
422,Cap-Chat,CA,2022-05-24 21:08:41,49.1001,-66.6821,286.55,50,4,3.05
423,Bujaru,BR,2022-05-24 21:08:41,-1.515,-48.0447,296.89,96,96,1.52
424,Bhadrachalam,IN,2022-05-24 21:08:42,17.6667,80.8833,305.41,49,99,1.12
425,Kavadarci,MK,2022-05-24 21:08:42,41.4331,22.0119,289.13,88,100,0.75
426,Kuzino,RU,2022-05-24 21:08:43,57.0224,59.4412,283.06,99,100,2.05
427,Kontagora,NG,2022-05-24 21:08:43,10.3999,5.4695,300.7,57,12,1.75
428,Artyom,AZ,2022-05-24 21:08:44,40.4723,50.333,288.23,85,100,5.71
429,Kidal,ML,2022-05-24 21:08:44,18.4411,1.4078,307.56,18,40,2.77
430,Murgab,TM,2022-05-24 21:08:45,37.4966,61.9714,299.35,22,1,5.79
431,Rio Gallegos,AR,2022-05-24 21:07:42,-51.6226,-69.2181,275.18,75,20,5.14
432,Harnosand,SE,2022-05-24 21:08:46,62.6323,17.9379,282.16,85,86,1.79
433,Chingirlau,KZ,2022-05-24 21:08:46,51.095,54.0814,283.13,94,100,5.52
434,Puntarenas,CR,2022-05-24 21:08:47,9.9763,-84.8384,299.23,85,100,1.44
435,Zabid,YE,2022-05-24 21:08:47,14.1951,43.3152,301.86,75,22,2.6
436,Karlshamn,SE,2022-05-24 21:08:48,56.1706,14.8619,285.88,97,98,2.82
437,Boden,SE,2022-05-24 21:08:48,65.8252,21.6886,281.15,59,98,2.48
438,Garowe,SO,2022-05-24 21:08:48,8.4054,48.4845,301.76,54,48,9.47
439,Havelock,US,2022-05-24 21:08:49,34.8791,-76.9013,301.14,80,100,5.36
440,Vigrestad,NO,2022-05-24 21:08:49,58.5667,5.7,285.14,89,86,4.08
441,Muravlenko,RU,2022-05-24 21:08:50,63.7898,74.523,282.71,71,70,1.32
442,Chulym,RU,2022-05-24 21:08:50,55.0997,80.9572,287.56,50,100,2.9
443,San Lazaro,BZ,2022-05-24 21:08:51,18.0387,-88.6622,298.15,90,100,4.6
444,Prijepolje,RS,2022-05-24 21:08:51,43.3719,19.6406,288.34,90,13,2.65
445,Saint-Avold,FR,2022-05-24 21:08:52,49.1027,6.7006,285.45,99,80,1.42
446,Mahibadhoo,MV,2022-05-24 21:08:52,3.7833,72.9667,301.34,76,81,3.07
447,Mabaruma,GY,2022-05-24 21:08:53,8.2,-59.7833,299.54,79,78,2.7
448,Manavalakurichi,IN,2022-05-24 21:08:53,8.1333,77.3,298.99,85,93,5.24
449,Marystown,CA,2022-05-24 21:06:37,47.1666,-55.1483,281.6,63,5,5.62
450,Cabinda,AO,2022-05-24 21:04:50,-5.55,12.2,296.81,84,67,3.08
451,Mizan Teferi,ET,2022-05-24 21:09:54,6.9833,35.5833,289.72,96,100,0.61
452,San Joaquin,US,2022-05-24 21:09:55,37.9333,-121.3011,310.12,12,0,5.14
453,Bulandshahr,IN,2022-05-24 21:09:55,28.4,77.85,299.96,50,0,2.63
454,Wokingham,GB,2022-05-24 21:09:56,51.4112,-0.8357,286.18,79,7,2.57
455,Oistins,BB,2022-05-24 21:09:56,13.0667,-59.5333,300.2,78,20,6.17
456,Axim,GH,2022-05-24 21:09:57,4.8699,-2.2405,298.3,87,100,3.6
457,Tafresh,IR,2022-05-24 21:09:57,34.692,50.013,287.17,33,0,4.29
458,Verkhnyaya Inta,RU,2022-05-24 21:09:58,65.9811,60.3094,278.37,78,4,3.17
459,Sucua,EC,2022-05-24 21:09:58,-2.4667,-78.1667,294.56,88,75,4.12
460,Talnakh,RU,2022-05-24 21:09:59,69.4865,88.3972,274.38,99,100,0.19
461,Kishi,NG,2022-05-24 21:09:59,9.0833,3.85,297.5,80,44,3.0
462,Ciudad Bolivar,VE,2022-05-24 21:10:00,8.1222,-63.5497,305.15,45,99,5.14
463,Yarega,RU,2022-05-24 21:10:00,63.4354,53.5765,277.02,96,99,1.94
464,Sucre,BO,2022-05-24 21:09:50,-19.0333,-65.2627,292.14,19,0,2.46
465,Juba,SS,2022-05-24 21:07:55,4.8517,31.5825,293.74,97,100,1.16
466,Karaton,ID,2022-05-24 21:10:01,-6.3424,106.1045,296.76,93,94,0.53
467,Jibuti,DJ,2022-05-24 21:10:02,11.5,42.5,303.39,41,3,1.73
468,Kathua,IN,2022-05-24 21:10:03,32.3667,75.5167,296.51,53,0,1.76
469,Gualaceo,EC,2022-05-24 21:10:04,-2.9,-78.7833,289.65,87,88,2.7
470,Libertador General San Martin,AR,2022-05-24 21:10:05,-23.8064,-64.7876,299.8,56,0,1.69
471,Diffa,NE,2022-05-24 21:10:06,13.3154,12.6113,303.52,6,14,3.01
472,Nangwa,TZ,2022-05-24 21:10:06,-4.4667,35.45,287.29,85,100,2.68
473,Puerto Del Rosario,ES,2022-05-24 21:10:07,28.5004,-13.8627,294.01,73,75,9.77
474,Bozoum,CF,2022-05-24 21:10:08,6.3193,16.3799,294.46,80,100,1.37
475,El Sauce,NI,2022-05-24 21:10:08,12.8869,-86.539,305.3,49,99,0.87
476,Puerto Leguizamo,CO,2022-05-24 21:10:09,-0.1934,-74.7819,298.93,94,67,1.03
477,Surt,LY,2022-05-24 21:10:10,31.2089,16.5887,296.76,47,0,6.51
478,Ushtobe,KZ,2022-05-24 21:10:10,45.2514,77.9838,293.63,48,100,2.53
479,Sharjah,AE,2022-05-24 21:10:11,25.3573,55.4033,304.31,55,0,3.6
480,Two Rivers,US,2022-05-24 21:10:11,44.1539,-87.5693,291.69,57,0,4.12
481,Lokhvytsya,UA,2022-05-24 21:10:12,50.3678,33.2602,282.37,81,31,2.94
482,Ravar,IR,2022-05-24 21:10:12,31.2656,56.8055,300.21,13,0,4.78
483,Teruel,ES,2022-05-24 21:10:13,40.6667,-0.6667,277.77,91,100,8.03
484,Mana,GF,2022-05-24 21:10:13,5.6592,-53.7767,299.65,86,53,4.42
485,Moussoro,TD,2022-05-24 21:10:14,13.6408,16.4901,305.95,6,100,3.49
486,Maralal,KE,2022-05-24 21:10:14,1.0968,36.698,289.6,63,78,3.81
487,Montes Claros,BR,2022-05-24 21:10:15,-16.735,-43.8617,293.24,45,8,2.64
488,Matagami,CA,2022-05-24 21:10:15,49.7502,-77.6328,291.76,27,100,4.85
489,Bagotville,AU,2022-05-24 21:10:16,-28.9833,153.4167,287.95,80,81,1.91
490,Korba,IN,2022-05-24 21:10:16,22.35,82.6833,300.15,42,0,2.14
491,Parauna,BR,2022-05-24 21:10:17,-16.9478,-50.4486,296.17,43,20,2.09
492,Krasnoselkup,RU,2022-05-24 21:10:17,65.7,82.4667,281.93,68,71,2.06
493,Yar-Sale,RU,2022-05-24 21:10:18,66.8333,70.8333,274.45,89,14,3.53
494,Silva Jardim,BR,2022-05-24 21:10:18,-22.6508,-42.3917,296.09,81,5,3.44
495,Kosa,RU,2022-05-24 21:10:19,59.9445,54.9977,275.99,96,33,2.42
496,Hofn,IS,2022-05-24 21:10:19,64.2539,-15.2082,280.57,84,100,1.96
497,Pitsunda,GE,2022-05-24 21:10:20,43.1592,40.3378,285.25,78,64,4.73
498,Kidodi,TZ,2022-05-24 21:10:20,-7.6036,37.0044,294.58,89,11,0.93
499,Sovetskoye,RU,2022-05-24 21:11:21,52.2861,85.4131,286.31,76,71,0.44
500,Sarkand,KZ,2022-05-24 21:11:21,45.41,79.9186,291.4,65,99,2.13
501,Bay Roberts,CA,2022-05-24 21:11:22,47.5999,-53.2648,280.4,61,7,5.36
502,Antsohihy,MG,2022-05-24 21:11:23,-14.8796,47.9875,294.29,80,5,1.87
503,Susangerd,IR,2022-05-24 21:11:23,31.5608,48.1831,301.7,21,0,5.27
504,Vredendal,ZA,2022-05-24 21:11:24,-31.6683,18.5012,286.9,89,10,1.29
505,Raudeberg,NO,2022-05-24 21:11:24,61.9875,5.1352,283.63,91,99,1.79
506,Raduzhnyy,RU,2022-05-24 21:11:25,62.0961,77.475,283.8,90,94,1.06
507,Alta Floresta,BR,2022-05-24 21:11:25,-9.8756,-56.0861,299.24,71,64,1.47
508,Iquitos,PE,2022-05-24 21:10:50,-3.7481,-73.2472,304.17,62,75,1.54
509,Constantine,DZ,2022-05-24 21:11:26,36.365,6.6147,296.82,53,40,2.06
510,Belyy Yar,RU,2022-05-24 21:11:26,53.6039,91.3903,287.09,82,0,3.0
511,Khalkhal,IR,2022-05-24 21:11:27,37.6189,48.5258,284.28,58,10,6.68
512,Krasnotorka,UA,2022-05-24 21:11:27,48.682,37.5327,284.72,61,65,2.63
513,Nacala,MZ,2022-05-24 21:11:28,-14.5428,40.6728,295.74,89,2,2.55
514,Kedougou,SN,2022-05-24 21:11:28,12.5579,-12.1743,307.52,31,87,1.43
515,Maraa,BR,2022-05-24 21:11:29,-1.8333,-65.3667,300.79,80,83,1.2
516,Chongwe,ZM,2022-05-24 21:11:29,-15.3292,28.682,285.27,48,1,0.58
517,Gavar,AM,2022-05-24 21:11:30,40.3569,45.1259,277.12,92,100,1.28
518,Montepuez,MZ,2022-05-24 21:11:30,-13.1256,38.9997,291.44,97,0,1.83
519,Iisalmi,FI,2022-05-24 21:11:31,63.5592,27.1907,281.87,57,41,2.11
520,Amilly,FR,2022-05-24 21:11:32,47.9728,2.7719,285.4,87,78,1.8
521,Champua,IN,2022-05-24 21:11:32,22.0833,85.6667,299.23,60,16,0.64
522,Vavuniya,LK,2022-05-24 21:11:32,8.7514,80.4971,298.1,83,100,3.41
523,Atbasar,KZ,2022-05-24 21:11:33,51.8,68.3333,289.48,41,98,4.34
524,Verkhniy Uslon,RU,2022-05-24 21:11:34,55.7701,48.9823,277.27,85,77,1.64
525,Tanout,NE,2022-05-24 21:11:34,14.9709,8.8879,303.64,8,3,3.94
526,Skibotn,NO,2022-05-24 21:11:35,69.3913,20.2679,281.41,86,100,6.58
527,Altay,CN,2022-05-24 21:11:36,47.8667,88.1167,294.13,33,100,2.77
528,Tazovskiy,RU,2022-05-24 21:11:36,67.4667,78.7,272.91,84,99,3.49
529,Tsiroanomandidy,MG,2022-05-24 21:07:20,-18.7667,46.0333,292.2,70,28,0.76
530,Cururupu,BR,2022-05-24 21:11:37,-1.8283,-44.8683,296.77,94,37,1.36
531,Imperia,IT,2022-05-24 21:11:37,43.9667,7.7833,290.92,91,13,1.69
532,Valparaiso,CL,2022-05-24 21:11:38,-33.0393,-71.6273,293.28,66,0,3.09
533,Mayumba,GA,2022-05-24 21:11:38,-3.432,10.6554,296.46,86,12,2.72
534,Caxito,AO,2022-05-24 21:11:39,-8.5785,13.6643,292.75,95,75,0.61
535,Prado,BR,2022-05-24 21:11:39,-17.3411,-39.2208,294.67,84,25,3.61
536,Grand-Lahou,CI,2022-05-24 21:11:40,5.1367,-5.0242,297.75,90,100,3.04
537,Tacuarembo,UY,2022-05-24 21:07:27,-31.7333,-55.9833,291.1,80,58,1.62
538,Rafaela,AR,2022-05-24 21:11:40,-31.2503,-61.4867,291.47,56,100,2.29
539,Lakefield,US,2022-05-24 21:11:41,43.6775,-95.1717,292.31,39,40,7.72
540,Luanda,AO,2022-05-24 21:11:41,-8.8368,13.2343,295.17,86,23,4.23
541,San Rafael,AR,2022-05-24 21:11:42,-34.6177,-68.3301,286.84,43,54,2.95
542,Tynne,UA,2022-05-24 21:11:42,50.6015,26.1849,284.4,66,100,3.54
543,Concepcion,CL,2022-05-24 21:11:43,-36.827,-73.0498,285.04,76,100,2.57
544,Vieste,IT,2022-05-24 21:11:43,41.8825,16.175,296.48,53,28,2.49
545,Kumba,CM,2022-05-24 21:12:44,4.6363,9.4469,295.13,98,100,0.29
546,Rustenburg,ZA,2022-05-24 21:12:44,-25.6676,27.2421,287.55,44,0,2.23
547,Vardo,NO,2022-05-24 21:12:45,70.3705,31.1107,277.14,87,92,7.72
548,Teguise,ES,2022-05-24 21:12:45,29.0605,-13.564,292.27,64,40,7.2
549,Bogorodskoye,RU,2022-05-24 21:12:46,56.55,37.8833,272.84,94,63,2.24
550,Wote,KE,2022-05-24 21:12:46,-1.7808,37.6288,291.86,91,97,1.81
551,Takoradi,GH,2022-05-24 21:12:47,4.8845,-1.7554,298.71,84,100,4.45
552,Arrecife,ES,2022-05-24 21:12:47,28.963,-13.5477,294.14,64,40,7.2
553,Creaca,RO,2022-05-24 21:12:48,47.2,23.25,285.81,86,58,1.42
554,Kalabo,ZM,2022-05-24 21:12:48,-14.97,22.6814,286.07,43,0,2.08
555,Keti Bandar,PK,2022-05-24 21:12:49,24.1447,67.4497,301.79,76,88,7.56
556,Adrar,MR,2022-05-24 21:12:49,20.5022,-10.0711,306.19,9,0,2.41
557,Imbituba,BR,2022-05-24 21:12:50,-28.24,-48.6703,294.74,90,0,2.24
558,Ritchie,ZA,2022-05-24 21:12:50,-29.038,24.6028,288.03,50,0,2.41
559,Mokrousovo,RU,2022-05-24 21:12:51,55.8103,66.7653,288.08,58,82,4.13
560,Mvomero,TZ,2022-05-24 21:12:51,-6.25,38.6667,295.56,96,47,0.98
561,Maraba,BR,2022-05-24 21:12:52,-5.3686,-49.1178,303.25,66,20,1.54
562,Mecca,SA,2022-05-24 21:09:01,21.4267,39.8261,301.78,38,0,2.75
